Sample in Buffer,Sample in Window,TRIGGER,design_2_i/adc_bit_decoder_0_t_ready,design_2_i/ZmodScopeController_0_cDataAxisTvalid,design_2_i/delay_96_cycles_0_dout,design_2_i/adc_bit_decoder_0_bit_out,design_2_i/comparator_0_correct_bits[13:0],design_2_i/comparator_0_whole_bits[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED
23637,23637,0,1,0,1,1,421,1008
23638,23638,0,1,0,1,1,421,1008
23639,23639,0,1,0,1,1,421,1008
23640,23640,0,1,1,1,1,421,1009
23641,23641,0,1,0,1,1,421,1009
23642,23642,0,1,0,1,1,421,1009
23643,23643,0,1,0,1,1,421,1009
23644,23644,0,1,1,1,1,421,1009
23645,23645,0,1,0,1,0,421,1009
23646,23646,0,1,0,1,0,421,1009
23647,23647,0,1,0,1,0,421,1009
23648,23648,0,1,1,1,0,421,1009
23649,23649,0,1,0,1,0,421,1009
23650,23650,0,1,0,1,0,421,1009
23651,23651,0,1,0,1,0,421,1009
23652,23652,0,1,1,1,0,421,1009
23653,23653,0,1,0,1,0,421,1009
23654,23654,0,1,0,1,0,421,1009
23655,23655,0,1,0,1,0,421,1009
23656,23656,0,1,1,0,0,421,1009
23657,23657,0,1,0,0,1,421,1009
23658,23658,0,1,0,0,1,421,1009
23659,23659,0,1,0,0,1,421,1009
23660,23660,0,1,1,0,1,421,1010
23661,23661,0,1,0,0,0,421,1010
23662,23662,0,1,0,0,0,421,1010
23663,23663,0,1,0,0,0,421,1010
23664,23664,0,1,1,0,0,421,1010
23665,23665,0,1,0,0,1,421,1010
23666,23666,0,1,0,0,1,421,1010
23667,23667,0,1,0,0,1,421,1010
23668,23668,0,1,1,0,1,421,1010
23669,23669,0,1,0,0,0,421,1010
23670,23670,0,1,0,0,0,421,1010
23671,23671,0,1,0,0,0,422,1010
23672,23672,0,1,1,0,0,422,1010
23673,23673,0,1,0,0,1,422,1010
23674,23674,0,1,0,0,1,422,1010
23675,23675,0,1,0,0,1,422,1010
23676,23676,0,1,1,0,1,422,1010
23677,23677,0,1,0,0,0,422,1010
23678,23678,0,1,0,0,0,422,1010
23679,23679,0,1,0,0,0,422,1010
23680,23680,0,1,1,0,0,422,1011
23681,23681,0,1,0,0,1,422,1011
23682,23682,0,1,0,0,1,422,1011
23683,23683,0,1,0,0,1,422,1011
23684,23684,0,1,1,0,1,422,1011
23685,23685,0,1,0,0,1,422,1011
23686,23686,0,1,0,0,1,422,1011
23687,23687,0,1,0,0,1,422,1011
23688,23688,0,1,1,0,1,422,1011
23689,23689,0,1,0,0,0,422,1011
23690,23690,0,1,0,0,0,422,1011
23691,23691,0,1,0,0,0,423,1011
23692,23692,0,1,1,0,0,423,1011
23693,23693,0,1,0,0,0,423,1011
23694,23694,0,1,0,0,0,423,1011
23695,23695,0,1,0,0,0,423,1011
23696,23696,0,1,1,0,0,423,1011
23697,23697,0,1,0,0,0,423,1011
23698,23698,0,1,0,0,0,423,1011
23699,23699,0,1,0,0,0,423,1011
23700,23700,0,1,1,0,0,423,1012
23701,23701,0,1,0,0,1,423,1012
23702,23702,0,1,0,0,1,423,1012
23703,23703,0,1,0,0,1,423,1012
23704,23704,0,1,1,0,1,423,1012
23705,23705,0,1,0,0,1,423,1012
23706,23706,0,1,0,0,1,423,1012
23707,23707,0,1,0,0,1,423,1012
23708,23708,0,1,1,0,1,423,1012
23709,23709,0,1,0,0,0,423,1012
23710,23710,0,1,0,0,0,423,1012
23711,23711,0,1,0,0,0,424,1012
23712,23712,0,1,1,0,0,424,1012
23713,23713,0,1,0,0,0,424,1012
23714,23714,0,1,0,0,0,424,1012
23715,23715,0,1,0,0,0,424,1012
23716,23716,0,1,1,0,0,424,1012
23717,23717,0,1,0,0,1,424,1012
23718,23718,0,1,0,0,1,424,1012
23719,23719,0,1,0,0,1,424,1012
23720,23720,0,1,1,0,1,424,1013
23721,23721,0,1,0,0,1,424,1013
23722,23722,0,1,0,0,1,424,1013
23723,23723,0,1,0,0,1,424,1013
23724,23724,0,1,1,0,1,424,1013
23725,23725,0,1,0,0,1,424,1013
23726,23726,0,1,0,0,1,424,1013
23727,23727,0,1,0,0,1,424,1013
23728,23728,0,1,1,0,1,424,1013
23729,23729,0,1,0,0,1,424,1013
23730,23730,0,1,0,0,1,424,1013
23731,23731,0,1,0,0,1,424,1013
23732,23732,0,1,1,0,1,424,1013
23733,23733,0,1,0,0,1,424,1013
23734,23734,0,1,0,0,1,424,1013
23735,23735,0,1,0,0,1,424,1013
23736,23736,0,1,1,1,1,424,1013
23737,23737,0,1,0,1,0,424,1013
23738,23738,0,1,0,1,0,424,1013
23739,23739,0,1,0,1,0,424,1013
23740,23740,0,1,1,1,0,424,1014
23741,23741,0,1,0,1,1,424,1014
23742,23742,0,1,0,1,1,424,1014
23743,23743,0,1,0,1,1,424,1014
23744,23744,0,1,1,1,1,424,1014
23745,23745,0,1,0,1,0,424,1014
23746,23746,0,1,0,1,0,424,1014
23747,23747,0,1,0,1,0,424,1014
23748,23748,0,1,1,1,0,424,1014
23749,23749,0,1,0,1,0,424,1014
23750,23750,0,1,0,1,0,424,1014
23751,23751,0,1,0,1,0,424,1014
23752,23752,0,1,1,1,0,424,1014
23753,23753,0,1,0,1,0,424,1014
23754,23754,0,1,0,1,0,424,1014
23755,23755,0,1,0,1,0,424,1014
23756,23756,0,1,1,0,0,424,1014
23757,23757,0,1,0,0,0,424,1014
23758,23758,0,1,0,0,0,424,1014
23759,23759,0,1,0,0,0,424,1014
23760,23760,0,1,1,0,0,424,1015
23761,23761,0,1,0,0,0,424,1015
23762,23762,0,1,0,0,0,424,1015
23763,23763,0,1,0,0,0,424,1015
23764,23764,0,1,1,0,0,424,1015
23765,23765,0,1,0,0,1,424,1015
23766,23766,0,1,0,0,1,424,1015
23767,23767,0,1,0,0,1,424,1015
23768,23768,0,1,1,0,1,424,1015
23769,23769,0,1,0,0,1,424,1015
23770,23770,0,1,0,0,1,424,1015
23771,23771,0,1,0,0,1,424,1015
23772,23772,0,1,1,0,1,424,1015
23773,23773,0,1,0,0,0,424,1015
23774,23774,0,1,0,0,0,424,1015
23775,23775,0,1,0,0,0,424,1015
23776,23776,0,1,1,0,0,424,1015
23777,23777,0,1,0,0,0,424,1015
23778,23778,0,1,0,0,0,424,1015
23779,23779,0,1,0,0,0,424,1015
23780,23780,0,1,1,0,0,424,1016
23781,23781,0,1,0,0,1,424,1016
23782,23782,0,1,0,0,1,424,1016
23783,23783,0,1,0,0,1,424,1016
23784,23784,0,1,1,0,1,424,1016
23785,23785,0,1,0,0,1,424,1016
23786,23786,0,1,0,0,1,424,1016
23787,23787,0,1,0,0,1,424,1016
23788,23788,0,1,1,0,1,424,1016
23789,23789,0,1,0,0,1,424,1016
23790,23790,0,1,0,0,1,424,1016
23791,23791,0,1,0,0,1,424,1016
23792,23792,0,1,1,0,1,424,1016
23793,23793,0,1,0,0,1,424,1016
23794,23794,0,1,0,0,1,424,1016
23795,23795,0,1,0,0,1,424,1016
23796,23796,0,1,1,1,1,424,1016
23797,23797,0,1,0,1,1,424,1016
23798,23798,0,1,0,1,1,424,1016
23799,23799,0,1,0,1,1,424,1016
23800,23800,0,1,1,1,1,424,1017
23801,23801,0,1,0,1,0,424,1017
23802,23802,0,1,0,1,0,424,1017
23803,23803,0,1,0,1,0,424,1017
23804,23804,0,1,1,1,0,424,1017
23805,23805,0,1,0,1,0,424,1017
23806,23806,0,1,0,1,0,424,1017
23807,23807,0,1,0,1,0,424,1017
23808,23808,0,1,1,1,0,424,1017
23809,23809,0,1,0,1,0,424,1017
23810,23810,0,1,0,1,0,424,1017
23811,23811,0,1,0,1,0,424,1017
23812,23812,0,1,1,1,0,424,1017
23813,23813,0,1,0,1,1,424,1017
23814,23814,0,1,0,1,1,424,1017
23815,23815,0,1,0,1,1,424,1017
23816,23816,0,1,1,0,1,424,1017
23817,23817,0,1,0,0,0,424,1017
23818,23818,0,1,0,0,0,424,1017
23819,23819,0,1,0,0,0,424,1017
23820,23820,0,1,1,0,0,424,1018
23821,23821,0,1,0,0,0,424,1018
23822,23822,0,1,0,0,0,424,1018
23823,23823,0,1,0,0,0,424,1018
23824,23824,0,1,1,0,0,424,1018
23825,23825,0,1,0,0,1,424,1018
23826,23826,0,1,0,0,1,424,1018
23827,23827,0,1,0,0,1,424,1018
23828,23828,0,1,1,0,1,424,1018
23829,23829,0,1,0,0,1,424,1018
23830,23830,0,1,0,0,1,424,1018
23831,23831,0,1,0,0,1,424,1018
23832,23832,0,1,1,0,1,424,1018
23833,23833,0,1,0,0,1,424,1018
23834,23834,0,1,0,0,1,424,1018
23835,23835,0,1,0,0,1,424,1018
23836,23836,0,1,1,0,1,424,1018
23837,23837,0,1,0,0,0,424,1018
23838,23838,0,1,0,0,0,424,1018
23839,23839,0,1,0,0,0,424,1018
23840,23840,0,1,1,0,0,424,1019
23841,23841,0,1,0,0,0,424,1019
23842,23842,0,1,0,0,0,424,1019
23843,23843,0,1,0,0,0,424,1019
23844,23844,0,1,1,0,0,424,1019
23845,23845,0,1,0,0,1,424,1019
23846,23846,0,1,0,0,1,424,1019
23847,23847,0,1,0,0,1,424,1019
23848,23848,0,1,1,0,1,424,1019
23849,23849,0,1,0,0,0,424,1019
23850,23850,0,1,0,0,0,424,1019
23851,23851,0,1,0,0,0,425,1019
23852,23852,0,1,1,0,0,425,1019
23853,23853,0,1,0,0,1,425,1019
23854,23854,0,1,0,0,1,425,1019
23855,23855,0,1,0,0,1,425,1019
23856,23856,0,1,1,1,1,425,1019
23857,23857,0,1,0,1,0,425,1019
23858,23858,0,1,0,1,0,425,1019
23859,23859,0,1,0,1,0,425,1019
23860,23860,0,1,1,1,0,425,1020
23861,23861,0,1,0,1,1,425,1020
23862,23862,0,1,0,1,1,425,1020
23863,23863,0,1,0,1,1,425,1020
23864,23864,0,1,1,1,1,425,1020
23865,23865,0,1,0,1,1,425,1020
23866,23866,0,1,0,1,1,425,1020
23867,23867,0,1,0,1,1,425,1020
23868,23868,0,1,1,1,1,425,1020
23869,23869,0,1,0,1,0,425,1020
23870,23870,0,1,0,1,0,425,1020
23871,23871,0,1,0,1,0,425,1020
23872,23872,0,1,1,1,0,425,1020
23873,23873,0,1,0,1,0,425,1020
23874,23874,0,1,0,1,0,425,1020
23875,23875,0,1,0,1,0,425,1020
23876,23876,0,1,1,1,0,425,1020
23877,23877,0,1,0,1,1,425,1020
23878,23878,0,1,0,1,1,425,1020
23879,23879,0,1,0,1,1,425,1020
23880,23880,0,1,1,1,1,425,1021
23881,23881,0,1,0,1,1,425,1021
23882,23882,0,1,0,1,1,425,1021
23883,23883,0,1,0,1,1,425,1021
23884,23884,0,1,1,1,1,425,1021
23885,23885,0,1,0,1,0,425,1021
23886,23886,0,1,0,1,0,425,1021
23887,23887,0,1,0,1,0,425,1021
23888,23888,0,1,1,1,0,425,1021
23889,23889,0,1,0,1,1,425,1021
23890,23890,0,1,0,1,1,425,1021
23891,23891,0,1,0,1,1,426,1021
23892,23892,0,1,1,1,1,426,1021
23893,23893,0,1,0,1,1,426,1021
23894,23894,0,1,0,1,1,426,1021
23895,23895,0,1,0,1,1,426,1021
23896,23896,0,1,1,0,1,426,1021
23897,23897,0,1,0,0,1,426,1021
23898,23898,0,1,0,0,1,426,1021
23899,23899,0,1,0,0,1,426,1021
23900,23900,0,1,1,0,1,426,1022
23901,23901,0,1,0,0,0,426,1022
23902,23902,0,1,0,0,0,426,1022
23903,23903,0,1,0,0,0,426,1022
23904,23904,0,1,1,0,0,426,1022
23905,23905,0,1,0,0,1,426,1022
23906,23906,0,1,0,0,1,426,1022
23907,23907,0,1,0,0,1,426,1022
23908,23908,0,1,1,0,1,426,1022
23909,23909,0,1,0,0,0,426,1022
23910,23910,0,1,0,0,0,426,1022
23911,23911,0,1,0,0,0,427,1022
23912,23912,0,1,1,0,0,427,1022
23913,23913,0,1,0,0,0,427,1022
23914,23914,0,1,0,0,0,427,1022
23915,23915,0,1,0,0,0,427,1022
23916,23916,0,1,1,0,0,427,1022
23917,23917,0,1,0,0,1,427,1022
23918,23918,0,1,0,0,1,427,1022
23919,23919,0,1,0,0,1,427,1022
23920,23920,0,1,1,0,1,427,1023
23921,23921,0,1,0,0,0,427,1023
23922,23922,0,1,0,0,0,427,1023
23923,23923,0,1,0,0,0,427,1023
23924,23924,0,1,1,0,0,427,1023
23925,23925,0,1,0,0,0,427,1023
23926,23926,0,1,0,0,0,427,1023
23927,23927,0,1,0,0,0,427,1023
23928,23928,0,1,1,0,0,427,1023
23929,23929,0,1,0,0,1,427,1023
23930,23930,0,1,0,0,1,427,1023
23931,23931,0,1,0,0,1,427,1023
23932,23932,0,1,1,0,1,427,1023
23933,23933,0,1,0,0,1,427,1023
23934,23934,0,1,0,0,1,427,1023
23935,23935,0,1,0,0,1,427,1023
23936,23936,0,1,1,0,1,427,1023
23937,23937,0,1,0,0,1,427,1023
23938,23938,0,1,0,0,1,427,1023
23939,23939,0,1,0,0,1,427,1023
23940,23940,0,1,1,0,1,427,1024
23941,23941,0,1,0,0,1,427,1024
23942,23942,0,1,0,0,1,427,1024
23943,23943,0,1,0,0,1,427,1024
23944,23944,0,1,1,0,1,427,1024
23945,23945,0,1,0,0,1,427,1024
23946,23946,0,1,0,0,1,427,1024
23947,23947,0,1,0,0,1,427,1024
23948,23948,0,1,1,0,1,427,1024
23949,23949,0,1,0,0,1,427,1024
23950,23950,0,1,0,0,1,427,1024
23951,23951,0,1,0,0,1,427,1024
23952,23952,0,1,1,0,1,427,1024
23953,23953,0,1,0,0,1,427,1024
23954,23954,0,1,0,0,1,427,1024
23955,23955,0,1,0,0,1,427,1024
23956,23956,0,1,1,0,1,427,1024
23957,23957,0,1,0,0,1,427,1024
23958,23958,0,1,0,0,1,427,1024
23959,23959,0,1,0,0,1,427,1024
23960,23960,0,1,1,0,1,427,1025
23961,23961,0,1,0,0,1,427,1025
23962,23962,0,1,0,0,1,427,1025
23963,23963,0,1,0,0,1,427,1025
23964,23964,0,1,1,0,1,427,1025
23965,23965,0,1,0,0,0,427,1025
23966,23966,0,1,0,0,0,427,1025
23967,23967,0,1,0,0,0,427,1025
23968,23968,0,1,1,0,0,427,1025
23969,23969,0,1,0,0,1,427,1025
23970,23970,0,1,0,0,1,427,1025
23971,23971,0,1,0,0,1,427,1025
23972,23972,0,1,1,0,1,427,1025
23973,23973,0,1,0,0,1,427,1025
23974,23974,0,1,0,0,1,427,1025
23975,23975,0,1,0,0,1,427,1025
23976,23976,0,1,1,1,1,427,1025
23977,23977,0,1,0,1,1,427,1025
23978,23978,0,1,0,1,1,427,1025
23979,23979,0,1,0,1,1,427,1025
23980,23980,0,1,1,1,1,427,1026
23981,23981,0,1,0,1,1,427,1026
23982,23982,0,1,0,1,1,427,1026
23983,23983,0,1,0,1,1,427,1026
23984,23984,0,1,1,1,1,427,1026
23985,23985,0,1,0,1,1,427,1026
23986,23986,0,1,0,1,1,427,1026
23987,23987,0,1,0,1,1,427,1026
23988,23988,0,1,1,1,1,427,1026
23989,23989,0,1,0,1,0,427,1026
23990,23990,0,1,0,1,0,427,1026
23991,23991,0,1,0,1,0,427,1026
23992,23992,0,1,1,1,0,427,1026
23993,23993,0,1,0,1,1,427,1026
23994,23994,0,1,0,1,1,427,1026
23995,23995,0,1,0,1,1,427,1026
23996,23996,0,1,1,1,1,427,1026
23997,23997,0,1,0,1,0,427,1026
23998,23998,0,1,0,1,0,427,1026
23999,23999,0,1,0,1,0,427,1026
24000,24000,0,1,1,1,0,427,1027
24001,24001,0,1,0,1,1,427,1027
24002,24002,0,1,0,1,1,427,1027
24003,24003,0,1,0,1,1,427,1027
24004,24004,0,1,1,1,1,427,1027
24005,24005,0,1,0,1,1,427,1027
24006,24006,0,1,0,1,1,427,1027
24007,24007,0,1,0,1,1,427,1027
24008,24008,0,1,1,1,1,427,1027
24009,24009,0,1,0,1,1,427,1027
24010,24010,0,1,0,1,1,427,1027
24011,24011,0,1,0,1,1,428,1027
24012,24012,0,1,1,1,1,428,1027
24013,24013,0,1,0,1,1,428,1027
24014,24014,0,1,0,1,1,428,1027
24015,24015,0,1,0,1,1,428,1027
24016,24016,0,1,1,0,1,428,1027
24017,24017,0,1,0,0,1,428,1027
24018,24018,0,1,0,0,1,428,1027
24019,24019,0,1,0,0,1,428,1027
24020,24020,0,1,1,0,1,428,1028
24021,24021,0,1,0,0,0,428,1028
24022,24022,0,1,0,0,0,428,1028
24023,24023,0,1,0,0,0,428,1028
24024,24024,0,1,1,0,0,428,1028
24025,24025,0,1,0,0,1,428,1028
24026,24026,0,1,0,0,1,428,1028
24027,24027,0,1,0,0,1,428,1028
24028,24028,0,1,1,0,1,428,1028
24029,24029,0,1,0,0,1,428,1028
24030,24030,0,1,0,0,1,428,1028
24031,24031,0,1,0,0,1,428,1028
24032,24032,0,1,1,0,1,428,1028
24033,24033,0,1,0,0,0,428,1028
24034,24034,0,1,0,0,0,428,1028
24035,24035,0,1,0,0,0,428,1028
24036,24036,0,1,1,0,0,428,1028
24037,24037,0,1,0,0,1,428,1028
24038,24038,0,1,0,0,1,428,1028
24039,24039,0,1,0,0,1,428,1028
24040,24040,0,1,1,0,1,428,1029
24041,24041,0,1,0,0,1,428,1029
24042,24042,0,1,0,0,1,428,1029
24043,24043,0,1,0,0,1,428,1029
24044,24044,0,1,1,0,1,428,1029
24045,24045,0,1,0,0,1,428,1029
24046,24046,0,1,0,0,1,428,1029
24047,24047,0,1,0,0,1,428,1029
24048,24048,0,1,1,0,1,428,1029
24049,24049,0,1,0,0,1,428,1029
24050,24050,0,1,0,0,1,428,1029
24051,24051,0,1,0,0,1,428,1029
24052,24052,0,1,1,0,1,428,1029
24053,24053,0,1,0,0,0,428,1029
24054,24054,0,1,0,0,0,428,1029
24055,24055,0,1,0,0,0,428,1029
24056,24056,0,1,1,1,0,428,1029
24057,24057,0,1,0,1,1,428,1029
24058,24058,0,1,0,1,1,428,1029
24059,24059,0,1,0,1,1,428,1029
24060,24060,0,1,1,1,1,428,1030
24061,24061,0,1,0,1,1,428,1030
24062,24062,0,1,0,1,1,428,1030
24063,24063,0,1,0,1,1,428,1030
24064,24064,0,1,1,1,1,428,1030
24065,24065,0,1,0,1,0,428,1030
24066,24066,0,1,0,1,0,428,1030
24067,24067,0,1,0,1,0,428,1030
24068,24068,0,1,1,1,0,428,1030
24069,24069,0,1,0,1,0,428,1030
24070,24070,0,1,0,1,0,428,1030
24071,24071,0,1,0,1,0,428,1030
24072,24072,0,1,1,1,0,428,1030
24073,24073,0,1,0,1,1,428,1030
24074,24074,0,1,0,1,1,428,1030
24075,24075,0,1,0,1,1,428,1030
24076,24076,0,1,1,1,1,428,1030
24077,24077,0,1,0,1,1,428,1030
24078,24078,0,1,0,1,1,428,1030
24079,24079,0,1,0,1,1,428,1030
24080,24080,0,1,1,1,1,428,1031
24081,24081,0,1,0,1,0,428,1031
24082,24082,0,1,0,1,0,428,1031
24083,24083,0,1,0,1,0,428,1031
24084,24084,0,1,1,1,0,428,1031
24085,24085,0,1,0,1,1,428,1031
24086,24086,0,1,0,1,1,428,1031
24087,24087,0,1,0,1,1,428,1031
24088,24088,0,1,1,1,1,428,1031
24089,24089,0,1,0,1,0,428,1031
24090,24090,0,1,0,1,0,428,1031
24091,24091,0,1,0,1,0,428,1031
24092,24092,0,1,1,1,0,428,1031
24093,24093,0,1,0,1,0,428,1031
24094,24094,0,1,0,1,0,428,1031
24095,24095,0,1,0,1,0,428,1031
24096,24096,0,1,1,0,0,428,1031
24097,24097,0,1,0,0,1,428,1031
24098,24098,0,1,0,0,1,428,1031
24099,24099,0,1,0,0,1,428,1031
24100,24100,0,1,1,0,1,428,1032
24101,24101,0,1,0,0,1,428,1032
24102,24102,0,1,0,0,1,428,1032
24103,24103,0,1,0,0,1,428,1032
24104,24104,0,1,1,0,1,428,1032
24105,24105,0,1,0,0,1,428,1032
24106,24106,0,1,0,0,1,428,1032
24107,24107,0,1,0,0,1,428,1032
24108,24108,0,1,1,0,1,428,1032
24109,24109,0,1,0,0,1,428,1032
24110,24110,0,1,0,0,1,428,1032
24111,24111,0,1,0,0,1,428,1032
24112,24112,0,1,1,0,1,428,1032
24113,24113,0,1,0,0,0,428,1032
24114,24114,0,1,0,0,0,428,1032
24115,24115,0,1,0,0,0,428,1032
24116,24116,0,1,1,1,0,428,1032
24117,24117,0,1,0,1,1,428,1032
24118,24118,0,1,0,1,1,428,1032
24119,24119,0,1,0,1,1,428,1032
24120,24120,0,1,1,1,1,428,1033
24121,24121,0,1,0,1,0,428,1033
24122,24122,0,1,0,1,0,428,1033
24123,24123,0,1,0,1,0,428,1033
24124,24124,0,1,1,1,0,428,1033
24125,24125,0,1,0,1,1,428,1033
24126,24126,0,1,0,1,1,428,1033
24127,24127,0,1,0,1,1,428,1033
24128,24128,0,1,1,1,1,428,1033
24129,24129,0,1,0,1,1,428,1033
24130,24130,0,1,0,1,1,428,1033
24131,24131,0,1,0,1,1,429,1033
24132,24132,0,1,1,1,1,429,1033
24133,24133,0,1,0,1,0,429,1033
24134,24134,0,1,0,1,0,429,1033
24135,24135,0,1,0,1,0,429,1033
24136,24136,0,1,1,0,0,429,1033
24137,24137,0,1,0,0,0,429,1033
24138,24138,0,1,0,0,0,429,1033
24139,24139,0,1,0,0,0,429,1033
24140,24140,0,1,1,0,0,429,1034
24141,24141,0,1,0,0,0,429,1034
24142,24142,0,1,0,0,0,429,1034
24143,24143,0,1,0,0,0,429,1034
24144,24144,0,1,1,0,0,429,1034
24145,24145,0,1,0,0,0,429,1034
24146,24146,0,1,0,0,0,429,1034
24147,24147,0,1,0,0,0,429,1034
24148,24148,0,1,1,0,0,429,1034
24149,24149,0,1,0,0,1,429,1034
24150,24150,0,1,0,0,1,429,1034
24151,24151,0,1,0,0,1,429,1034
24152,24152,0,1,1,0,1,429,1034
24153,24153,0,1,0,0,1,429,1034
24154,24154,0,1,0,0,1,429,1034
24155,24155,0,1,0,0,1,429,1034
24156,24156,0,1,1,0,1,429,1034
24157,24157,0,1,0,0,1,429,1034
24158,24158,0,1,0,0,1,429,1034
24159,24159,0,1,0,0,1,429,1034
24160,24160,0,1,1,0,1,429,1035
24161,24161,0,1,0,0,1,429,1035
24162,24162,0,1,0,0,1,429,1035
24163,24163,0,1,0,0,1,429,1035
24164,24164,0,1,1,0,1,429,1035
24165,24165,0,1,0,0,0,429,1035
24166,24166,0,1,0,0,0,429,1035
24167,24167,0,1,0,0,0,429,1035
24168,24168,0,1,1,0,0,429,1035
24169,24169,0,1,0,0,0,429,1035
24170,24170,0,1,0,0,0,429,1035
24171,24171,0,1,0,0,0,430,1035
24172,24172,0,1,1,0,0,430,1035
24173,24173,0,1,0,0,1,430,1035
24174,24174,0,1,0,0,1,430,1035
24175,24175,0,1,0,0,1,430,1035
24176,24176,0,1,1,0,1,430,1035
24177,24177,0,1,0,0,1,430,1035
24178,24178,0,1,0,0,1,430,1035
24179,24179,0,1,0,0,1,430,1035
24180,24180,0,1,1,0,1,430,1036
24181,24181,0,1,0,0,1,430,1036
24182,24182,0,1,0,0,1,430,1036
24183,24183,0,1,0,0,1,430,1036
24184,24184,0,1,1,0,1,430,1036
24185,24185,0,1,0,0,1,430,1036
24186,24186,0,1,0,0,1,430,1036
24187,24187,0,1,0,0,1,430,1036
24188,24188,0,1,1,0,1,430,1036
24189,24189,0,1,0,0,1,430,1036
24190,24190,0,1,0,0,1,430,1036
24191,24191,0,1,0,0,1,430,1036
24192,24192,0,1,1,0,1,430,1036
24193,24193,0,1,0,0,0,430,1036
24194,24194,0,1,0,0,0,430,1036
24195,24195,0,1,0,0,0,430,1036
24196,24196,0,1,1,0,0,430,1036
24197,24197,0,1,0,0,0,430,1036
24198,24198,0,1,0,0,0,430,1036
24199,24199,0,1,0,0,0,430,1036
24200,24200,0,1,1,0,0,430,1037
24201,24201,0,1,0,0,0,430,1037
24202,24202,0,1,0,0,0,430,1037
24203,24203,0,1,0,0,0,430,1037
24204,24204,0,1,1,0,0,430,1037
24205,24205,0,1,0,0,1,430,1037
24206,24206,0,1,0,0,1,430,1037
24207,24207,0,1,0,0,1,430,1037
24208,24208,0,1,1,0,1,430,1037
24209,24209,0,1,0,0,1,430,1037
24210,24210,0,1,0,0,1,430,1037
24211,24211,0,1,0,0,1,430,1037
24212,24212,0,1,1,0,1,430,1037
24213,24213,0,1,0,0,1,430,1037
24214,24214,0,1,0,0,1,430,1037
24215,24215,0,1,0,0,1,430,1037
24216,24216,0,1,1,1,1,430,1037
24217,24217,0,1,0,1,1,430,1037
24218,24218,0,1,0,1,1,430,1037
24219,24219,0,1,0,1,1,430,1037
24220,24220,0,1,1,1,1,430,1038
24221,24221,0,1,0,1,0,430,1038
24222,24222,0,1,0,1,0,430,1038
24223,24223,0,1,0,1,0,430,1038
24224,24224,0,1,1,1,0,430,1038
24225,24225,0,1,0,1,1,430,1038
24226,24226,0,1,0,1,1,430,1038
24227,24227,0,1,0,1,1,430,1038
24228,24228,0,1,1,1,1,430,1038
24229,24229,0,1,0,1,0,430,1038
24230,24230,0,1,0,1,0,430,1038
24231,24231,0,1,0,1,0,430,1038
24232,24232,0,1,1,1,0,430,1038
24233,24233,0,1,0,1,1,430,1038
24234,24234,0,1,0,1,1,430,1038
24235,24235,0,1,0,1,1,430,1038
24236,24236,0,1,1,0,1,430,1038
24237,24237,0,1,0,0,0,430,1038
24238,24238,0,1,0,0,0,430,1038
24239,24239,0,1,0,0,0,430,1038
24240,24240,0,1,1,0,0,430,1039
24241,24241,0,1,0,0,1,430,1039
24242,24242,0,1,0,0,1,430,1039
24243,24243,0,1,0,0,1,430,1039
24244,24244,0,1,1,0,1,430,1039
24245,24245,0,1,0,0,1,430,1039
24246,24246,0,1,0,0,1,430,1039
24247,24247,0,1,0,0,1,430,1039
24248,24248,0,1,1,0,1,430,1039
24249,24249,0,1,0,0,0,430,1039
24250,24250,0,1,0,0,0,430,1039
24251,24251,0,1,0,0,0,431,1039
24252,24252,0,1,1,0,0,431,1039
24253,24253,0,1,0,0,1,431,1039
24254,24254,0,1,0,0,1,431,1039
24255,24255,0,1,0,0,1,431,1039
24256,24256,0,1,1,1,1,431,1039
24257,24257,0,1,0,1,1,431,1039
24258,24258,0,1,0,1,1,431,1039
24259,24259,0,1,0,1,1,431,1039
24260,24260,0,1,1,1,1,431,1040
24261,24261,0,1,0,1,1,431,1040
24262,24262,0,1,0,1,1,431,1040
24263,24263,0,1,0,1,1,431,1040
24264,24264,0,1,1,1,1,431,1040
24265,24265,0,1,0,1,0,431,1040
24266,24266,0,1,0,1,0,431,1040
24267,24267,0,1,0,1,0,431,1040
24268,24268,0,1,1,1,0,431,1040
24269,24269,0,1,0,1,0,431,1040
24270,24270,0,1,0,1,0,431,1040
24271,24271,0,1,0,1,0,431,1040
24272,24272,0,1,1,1,0,431,1040
24273,24273,0,1,0,1,1,431,1040
24274,24274,0,1,0,1,1,431,1040
24275,24275,0,1,0,1,1,431,1040
24276,24276,0,1,1,1,1,431,1040
24277,24277,0,1,0,1,1,431,1040
24278,24278,0,1,0,1,1,431,1040
24279,24279,0,1,0,1,1,431,1040
24280,24280,0,1,1,1,1,431,1041
24281,24281,0,1,0,1,0,431,1041
24282,24282,0,1,0,1,0,431,1041
24283,24283,0,1,0,1,0,431,1041
24284,24284,0,1,1,1,0,431,1041
24285,24285,0,1,0,1,1,431,1041
24286,24286,0,1,0,1,1,431,1041
24287,24287,0,1,0,1,1,431,1041
24288,24288,0,1,1,1,1,431,1041
24289,24289,0,1,0,1,1,431,1041
24290,24290,0,1,0,1,1,431,1041
24291,24291,0,1,0,1,1,432,1041
24292,24292,0,1,1,1,1,432,1041
